is_muted,time_unmuted,is_speaking,speaking_duration,camera_on,hand_raised,hand_raise_count,message_length,hesitation_count,has_question,confidence_level,missing_assignments,grade_average,grade_trend,days_since_submission,late_submissions,struggle_label,_academic_observed,_latent_p
0,192,0,0,0,0,0,15,0,0,14,2,42,73,3,1,0,1,0.15875225962272174
1,215,1,43,0,0,2,17,2,0,46,3,75,109,0,5,0,1,0.016644131968538197
1,37,1,0,1,0,0,14,2,0,24,0,80,100,0,0,1,0,0.8564591905740053
1,55,0,61,0,1,0,0,0,0,30,2,58,98,0,3,0,1,0.050569928431211386
0,0,0,0,0,0,1,0,0,0,7,0,80,100,0,0,1,0,0.724571472427992
1,0,0,3,0,0,0,5,4,1,2,5,61,97,10,2,0,1,0.3644246308594989
0,448,0,21,1,0,1,25,2,0,47,2,70,114,15,3,0,1,0.018549786981147783
1,89,0,0,0,0,0,0,0,0,8,1,53,84,4,1,1,1,0.6434205338274298
0,257,0,0,0,0,0,0,0,0,62,4,46,94,0,0,0,1,0.23465642362390396
0,372,1,124,1,0,3,36,0,0,78,0,80,100,0,0,0,0,0.002367715671304729
1,62,0,0,0,0,1,0,4,0,0,0,80,100,0,0,1,0,0.7733831161079623
0,207,0,133,1,1,1,53,0,0,81,3,45,82,4,0,0,1,0.2359517980801927
1,82,0,0,0,0,2,0,0,0,35,0,80,100,0,0,0,0,0.06877974707271853
0,242,0,35,1,0,0,0,0,0,65,2,66,96,14,1,0,1,0.05188972114095563
0,320,1,187,1,0,0,7,1,0,59,1,79,114,0,2,0,1,0.018653338254300076
0,37,0,0,0,0,0,0,0,0,29,1,58,86,15,4,1,1,0.6170973918658469
0,115,0,3,0,1,0,37,5,0,17,0,80,100,0,0,0,0,0.08747253363561187
1,113,0,359,0,0,0,57,0,1,59,0,40,75,0,3,1,1,0.7226488640090384
1,88,0,0,0,0,0,17,4,0,0,1,76,112,10,4,0,1,0.09162214194272879
1,62,0,41,0,0,1,11,9,0,5,0,80,100,0,0,1,0,0.8439276460550549
1,3,0,67,1,1,1,0,0,0,53,0,77,104,9,1,1,1,0.10474886528716063
1,74,0,0,0,0,0,12,2,0,8,2,41,73,0,3,1,1,0.9580741471711409
1,209,0,49,0,0,0,9,5,0,17,0,55,98,0,2,0,1,0.11949536478393362
0,218,0,0,0,0,0,0,0,0,100,2,72,110,0,2,0,1,0.06744582742615766
0,47,0,92,0,0,1,16,1,0,26,0,93,126,5,5,0,1,0.004910660101768055
1,168,0,50,1,0,0,22,0,0,57,0,76,102,0,3,0,1,0.013737127157370558
1,206,0,192,1,0,2,58,0,0,84,1,34,70,5,2,1,1,0.8775954747326506
1,272,0,0,0,0,0,0,0,0,69,0,80,100,0,0,1,0,0.4508906927843522
1,193,0,0,0,0,0,0,0,0,47,0,80,100,0,0,0,0,0.5600648655631381
1,261,0,0,0,0,0,0,0,0,20,1,46,81,0,2,1,1,0.9443693367265014
1,91,0,267,0,0,1,0,0,0,50,5,31,78,8,3,1,1,0.9990077749989523
0,129,0,0,1,0,0,0,0,0,54,5,89,104,0,0,0,1,0.009451782411855028
1,361,0,0,1,0,2,0,0,0,90,1,92,128,0,2,0,1,0.000768322115596147
1,210,0,70,0,0,2,0,0,0,50,0,80,100,0,0,0,0,0.42225644492643843
1,231,0,0,1,0,0,16,4,0,26,2,80,71,13,1,1,1,0.9935924759791355
1,0,0,10,0,0,1,13,2,1,17,1,71,95,11,1,0,1,0.3172582992576052
1,0,0,0,0,0,3,0,3,0,1,2,65,89,0,1,1,1,0.844377827820526
1,119,0,0,0,0,0,0,0,0,56,1,76,112,0,2,0,1,0.004967805230230475
0,181,0,73,1,0,0,31,0,1,66,0,78,103,13,0,0,1,0.0063917522109283205
1,63,0,0,0,0,1,0,0,0,20,5,47,82,0,3,1,1,0.9737175660688446
1,29,0,42,0,0,0,12,3,0,19,0,80,100,0,0,1,0,0.9335483845673433
1,4,0,26,0,1,1,18,1,1,35,3,46,77,14,1,1,1,0.8268284083906172
1,0,0,0,0,0,0,0,0,0,0,0,58,77,6,1,1,1,0.7168868819373991
1,141,0,24,0,0,3,29,0,0,47,1,76,111,0,1,0,1,0.0012154279952283527
1,57,0,32,0,1,2,12,0,0,40,6,70,107,12,2,0,1,0.20771181794985127
0,48,0,18,0,0,2,0,0,0,41,0,80,100,0,0,0,0,0.14342414484108143
1,185,0,0,0,0,1,0,0,0,36,0,80,100,0,0,0,0,0.007526889669849867
0,93,0,0,1,0,0,0,0,0,72,4,60,90,2,3,0,1,0.08043464699118728
0,153,0,0,0,0,0,0,0,0,18,6,43,71,0,3,0,1,0.7858663365612751
0,338,0,74,1,0,1,32,0,0,72,0,80,100,0,0,0,0,0.01435676489086092
0,155,0,49,1,0,0,10,1,0,36,3,59,94,6,1,1,1,0.3997910800502645
1,218,0,270,0,0,1,18,1,0,48,2,41,76,11,2,1,1,0.9905829086308025
1,543,0,0,0,0,1,0,0,0,44,8,66,104,8,4,0,1,0.014432116045479143
1,36,0,26,1,1,0,33,0,1,62,7,44,77,0,1,1,1,0.5569560517779599
1,159,0,132,0,0,1,8,2,1,48,1,80,102,0,0,1,1,0.06176132845553645
0,37,0,0,0,0,0,0,0,0,30,0,55,82,0,2,0,1,0.03737207678094088
0,108,1,77,1,1,2,20,1,1,86,0,80,100,0,0,0,0,0.07314768305212596
0,242,0,12,0,1,2,18,2,0,25,3,66,103,4,3,0,1,0.03048994282295744
1,57,0,83,1,0,1,0,0,0,60,2,60,100,0,1,0,1,0.11985206244121936
1,53,0,0,0,0,1,15,1,1,22,0,80,100,0,0,1,0,0.8846514119370642
0,34,0,0,1,0,1,0,0,0,66,1,84,114,0,0,0,1,0.0005120408097469576
0,284,1,93,1,1,4,25,1,0,79,2,80,128,0,0,0,1,0.00019425401334922192
0,180,1,148,0,0,0,5,2,0,29,0,80,100,0,0,1,0,0.5102799532478159
1,0,1,102,0,1,4,27,0,1,64,2,52,78,9,3,0,1,0.08572854851599372
0,288,1,125,1,0,0,20,0,0,72,2,80,76,10,1,0,1,0.5078459123677992
0,198,0,97,1,0,2,24,1,0,80,3,57,92,8,3,0,1,0.03775271674423341
1,161,0,82,1,1,0,1,0,1,62,3,61,90,0,3,0,1,0.4545282362331858
1,3,0,40,0,0,0,5,1,0,7,5,80,87,0,3,0,1,0.522729291560949
0,654,0,0,1,1,1,0,0,0,89,5,46,81,19,0,0,1,0.24883555811374922
0,72,0,0,1,0,1,12,1,0,35,2,80,94,0,0,0,1,0.1481559725751603
0,0,0,0,1,0,1,0,0,0,56,8,52,77,16,2,1,1,0.9691384786548486
1,0,0,0,1,0,2,13,1,0,34,0,80,100,0,0,0,0,0.22113931797853167
0,78,1,28,1,0,1,7,3,0,28,1,80,90,0,4,1,1,0.8511424581964137
1,0,0,0,1,0,0,0,0,0,27,0,80,100,0,0,0,0,0.5876129223243968
1,124,0,0,1,1,0,0,0,0,52,4,67,97,0,4,1,1,0.3707954571714575
0,358,0,0,1,1,3,0,0,0,100,4,93,123,3,1,0,1,6.737978279953749e-05
1,119,0,68,0,0,1,6,2,1,29,2,62,88,2,1,0,1,0.18044532925079346
0,124,0,90,1,0,1,23,1,1,88,1,63,100,0,2,0,1,0.0267989738132756
1,68,0,5,1,0,0,16,0,0,35,3,73,97,0,2,0,1,0.02103846870229527
0,31,1,26,1,0,0,26,2,1,45,4,80,98,0,2,1,1,0.3692229156180171
0,48,0,0,1,0,0,16,1,1,39,2,35,79,0,4,1,1,0.994088084623166
1,88,0,75,0,0,1,56,5,1,52,1,53,88,1,3,0,1,0.6301677353581149
1,0,0,4,0,0,2,14,1,0,15,3,48,81,0,1,0,1,0.5294831118222234
1,89,0,28,0,1,0,1,2,1,24,0,58,76,3,0,1,1,0.682584180786517
0,124,0,0,1,0,3,0,0,0,78,1,76,113,0,1,0,1,0.0020615662525876664
0,146,0,0,0,0,0,0,0,0,52,0,61,93,0,4,0,1,0.18728169405242232
1,128,0,0,1,0,0,0,0,0,57,4,80,128,0,2,0,1,0.0020289171854642974
1,0,0,64,0,1,0,0,0,0,15,4,76,106,10,4,0,1,0.09318579561115979
0,19,1,21,1,0,2,30,2,1,54,2,89,117,0,0,0,1,0.00046161748353327364
0,68,0,13,0,1,2,21,0,1,42,2,80,90,12,3,0,1,0.026177589504844532
1,91,0,0,0,0,0,0,0,0,23,3,80,103,1,1,0,1,0.014383286877833044
1,490,0,0,1,0,1,0,0,0,89,0,81,102,2,0,0,1,9.924817103283421e-05
1,21,0,54,0,0,2,0,0,0,27,3,59,95,4,1,0,1,0.45207500246143373
0,539,0,292,1,0,3,30,0,0,90,0,80,100,0,0,0,0,0.007289689967442404
1,267,0,289,1,0,0,0,0,0,77,6,59,95,5,1,0,1,0.12223507017950726
0,0,0,56,1,0,0,0,0,0,55,0,55,85,0,1,1,1,0.33511988005482257
1,236,0,0,1,0,3,0,0,0,87,0,80,100,0,0,0,0,0.012849156691578812
1,64,0,6,0,1,3,18,0,1,36,2,73,110,9,1,0,1,0.0004087776045785709
1,0,0,0,0,0,0,0,0,0,0,2,61,93,1,0,1,1,0.5298674773186006
1,149,0,58,1,0,0,14,2,0,36,0,64,80,4,1,0,1,0.23493025989047622
1,80,0,50,1,0,1,0,0,0,58,5,69,105,3,4,0,1,0.010870369948004294
1,175,0,20,0,0,0,5,3,0,10,7,80,90,7,4,0,1,0.7647756710922414
0,348,0,279,1,1,2,35,0,1,96,2,45,86,0,2,0,1,0.4563234880464689
1,298,0,67,0,0,1,38,1,0,43,0,80,100,0,0,0,0,0.010342520864060354
1,222,0,64,0,0,0,0,0,0,21,0,80,100,0,0,1,0,0.9454059063619511
0,148,0,127,0,1,2,30,0,1,79,3,43,77,4,4,0,1,0.056560212943021555
1,0,0,40,0,0,0,10,4,0,14,1,77,99,2,2,0,1,0.06324481291559166
0,164,1,64,1,0,5,47,3,0,81,0,80,78,0,4,0,1,0.3427638581729509
0,0,0,20,1,0,1,29,1,1,56,0,80,100,0,0,0,0,0.020845040151322096
0,284,1,106,1,0,0,29,1,1,78,4,54,90,5,2,0,1,0.06720964917997105
1,0,0,0,1,0,0,0,0,0,44,3,75,101,3,6,0,1,0.3729696898109157
0,0,1,52,1,1,0,19,6,0,24,1,71,111,5,2,0,1,0.005059261265528018
0,129,0,0,1,0,0,0,0,0,56,0,80,100,0,0,1,0,0.5320782657487572
1,72,0,59,1,1,1,7,2,0,33,2,65,100,5,5,1,1,0.3620225605696534
0,188,0,78,1,1,0,22,0,0,76,13,49,79,3,2,1,1,0.791955738229922
0,324,0,0,0,0,0,0,0,0,29,9,46,86,10,0,1,1,0.8069159017616108
0,220,0,106,1,0,0,26,0,0,78,1,56,88,0,1,0,1,0.06576358305263677
1,81,0,162,0,0,1,30,2,0,49,0,80,100,0,0,0,0,0.5864875929190334
1,153,1,66,1,0,2,21,2,0,58,5,60,89,0,0,0,1,0.18304525684854792
0,231,0,0,0,1,3,0,0,0,37,3,53,97,0,0,1,1,0.23377283331019907
1,255,0,0,0,0,0,0,0,0,100,4,92,128,0,0,0,1,0.0013725495411570526
1,0,0,26,0,0,0,4,11,0,0,2,83,106,2,0,0,1,0.00654916522373972
1,77,0,116,0,0,0,0,0,0,47,6,80,96,0,2,0,1,0.6930391917244232
0,23,0,76,1,0,4,22,1,0,71,0,50,89,3,0,0,1,0.05599868944809368
1,149,1,70,0,0,1,11,2,1,60,0,80,100,0,0,0,0,0.08105493487061087
0,0,0,0,0,0,0,0,0,0,0,0,80,100,0,0,0,0,0.22581507460257028
0,284,0,335,1,1,0,26,0,1,82,2,44,88,2,3,0,1,0.6449032916358234
1,293,0,60,1,1,0,6,1,0,38,0,80,100,0,0,0,0,0.8280321189951214
1,418,0,112,1,0,6,22,2,0,64,1,68,100,0,1,0,1,0.005357155760257271
0,370,0,182,0,1,2,0,0,0,70,0,80,100,0,0,0,0,0.014836259542126116
1,115,0,0,0,0,0,0,0,0,47,0,80,100,0,0,1,0,0.8436118958893628
1,94,0,12,0,0,0,9,1,1,24,3,64,106,1,1,0,1,0.02362633176420856
1,34,0,0,0,0,2,0,0,0,29,3,53,82,3,0,0,1,0.07903894912133304
0,165,1,0,1,1,7,32,1,0,48,3,93,118,1,2,0,1,0.0003678810903637766
0,218,1,65,1,0,2,21,1,0,59,1,83,102,0,0,0,1,0.011899367674870242
1,0,0,0,1,1,2,0,0,0,67,2,72,97,0,2,0,1,0.09070744517767108
1,129,0,39,1,0,2,15,3,0,48,0,80,100,0,0,0,0,0.22165869985781467
1,151,0,82,0,1,0,0,0,0,30,1,68,106,1,0,0,1,0.2835400186881969
0,106,0,86,0,1,2,22,0,0,61,2,80,116,0,0,0,1,0.0006567376623553585
1,195,0,0,0,0,0,0,0,0,28,0,36,75,0,1,1,1,0.9926557182773033
0,169,0,62,1,0,1,0,0,0,80,0,50,78,3,0,0,1,0.14994532389339724
1,0,0,0,0,0,1,0,0,0,11,4,38,76,0,0,0,1,0.6850979415453257
1,147,0,35,0,0,0,12,3,0,9,0,80,100,0,0,0,0,0.3847589914896269
1,299,0,191,1,1,3,31,0,1,94,2,63,97,7,0,0,1,0.09484559981408354
0,353,0,122,1,0,4,0,0,0,95,0,80,100,0,0,0,0,0.16940745046096137
0,215,0,0,0,0,2,0,0,0,43,1,80,75,0,1,1,1,0.8156825679209188
1,58,0,0,0,0,2,0,0,0,27,0,72,102,3,1,0,1,0.06558724929613492
1,42,0,24,1,0,1,0,0,0,45,9,80,85,0,4,1,1,0.8647525455965079
1,101,1,38,0,1,3,0,0,0,41,3,80,79,9,1,0,1,0.5479909023367344
0,0,0,36,0,0,1,0,0,0,32,0,80,100,0,0,1,0,0.6597203197118379
1,52,0,29,1,0,0,14,6,0,18,2,65,105,8,3,0,1,0.3159451824968232
0,35,0,66,0,1,2,24,0,1,67,0,80,100,0,0,0,0,0.0029594013796621636
1,82,0,0,1,0,0,0,0,0,51,0,74,106,1,0,0,1,0.004134200460687989
0,107,0,0,1,1,1,0,0,0,65,0,80,100,0,0,0,0,0.13434900039125475
0,167,0,40,0,0,1,27,0,0,60,2,80,91,0,0,0,1,0.02492215615604427
1,56,0,39,0,0,0,25,0,1,34,0,80,100,0,0,0,0,0.06535538145160724
1,54,0,8,0,0,1,0,0,0,25,3,57,91,9,1,1,1,0.3966991758994273
0,154,0,30,0,0,0,13,2,0,27,5,56,92,0,0,1,1,0.3934901965578594
1,0,0,0,1,0,0,7,1,0,21,6,61,92,0,1,1,1,0.826329337997583
1,44,0,4,0,0,4,18,0,0,28,4,57,84,25,1,1,1,0.7526459092067611
0,66,1,2,1,0,2,0,0,0,44,5,62,102,0,3,1,1,0.6186547364825352
0,190,0,125,1,0,0,34,0,1,90,3,50,82,6,2,0,1,0.07732217261805167
1,141,0,23,0,0,1,21,3,1,32,1,79,124,5,1,0,1,0.0008281816348797178
0,272,0,105,0,0,2,13,1,0,36,0,80,100,0,0,0,0,0.19748905364633565
1,470,0,0,0,0,0,0,0,0,100,1,62,104,10,0,0,1,0.046805271809577054
1,210,0,0,1,0,3,0,0,0,91,3,47,75,9,5,0,1,0.5436543655180972
0,126,1,227,0,0,2,25,1,0,53,4,48,88,0,0,0,1,0.5010671213877999
0,117,0,4,1,0,3,22,3,1,53,2,47,75,4,2,1,1,0.8691150994884062
1,249,0,80,0,0,0,0,0,0,27,1,77,112,0,5,0,1,0.052600056144683195
1,270,0,23,0,0,0,15,0,0,29,2,48,86,4,0,0,1,0.5240758136572115
1,95,0,14,1,0,0,25,1,1,60,4,80,86,0,1,1,1,0.45849824202901124
1,136,1,60,1,0,0,0,0,0,61,8,82,115,11,0,0,1,0.06696657539216759
1,150,0,0,0,0,0,0,0,0,15,0,60,95,1,3,0,1,0.7127725597816806
1,0,0,21,0,1,1,16,0,0,22,0,80,107,6,0,0,1,0.033396540254637695
1,176,0,68,1,0,0,13,0,1,67,0,80,100,0,0,1,0,0.5830685906963538
1,27,0,33,0,1,0,21,0,0,28,1,47,79,0,1,1,1,0.8071627768106195
1,220,1,54,1,0,0,10,2,1,51,3,61,101,8,1,0,1,0.341439188328637
0,172,0,34,1,0,0,27,1,0,56,1,56,80,7,0,0,1,0.019983395659184226
1,160,0,0,1,0,0,2,4,0,14,4,59,88,0,2,1,1,0.817890673029626
1,0,0,0,1,0,0,0,0,0,44,6,58,103,3,3,0,1,0.7377089288097024
0,191,0,86,0,1,2,37,1,0,67,1,68,110,0,2,0,1,0.009729750197837643
0,471,0,0,1,1,1,0,0,0,89,3,75,109,0,2,0,1,0.0026092123963915646
0,164,1,51,0,0,2,22,0,0,34,1,74,110,14,2,0,1,0.01654682325665558
0,0,0,0,1,1,0,5,0,0,23,5,80,89,2,1,0,1,0.4987383975936263
0,236,1,223,1,0,0,0,0,0,76,1,59,94,0,4,0,1,0.2844368561561919
1,170,0,81,1,0,1,36,7,0,62,0,80,86,8,1,1,1,0.9546877361280621
1,0,0,17,1,1,0,16,0,0,36,0,80,100,0,0,1,0,0.924630939998056
0,237,0,37,0,0,3,10,1,0,41,1,90,129,0,3,0,1,0.0030010978506893825
0,73,0,107,0,0,1,64,3,0,48,3,44,83,9,2,1,1,0.9172605555371669
1,282,0,0,0,0,0,0,0,0,54,3,78,111,1,5,0,1,0.01991091348773081
0,411,1,209,1,1,0,16,2,0,67,0,80,100,0,0,0,0,0.03580414278807906
1,0,0,23,0,0,1,28,5,0,21,4,72,102,15,1,0,1,0.07836722960122054
1,0,1,69,1,0,0,0,0,0,61,6,55,93,0,5,0,1,0.2703062242220666
1,92,0,0,0,0,1,9,5,0,0,5,50,88,4,1,1,1,0.8527960276713804
1,153,0,173,1,1,1,48,1,0,75,0,80,100,0,0,0,0,0.2879585736792821
0,135,1,18,0,0,1,0,0,0,27,0,80,100,0,0,0,0,0.004013305801084623
0,236,0,109,1,0,2,26,0,0,73,0,80,100,0,0,0,0,0.01746764634078532
1,77,1,72,1,0,0,14,1,0,56,1,80,82,0,3,0,1,0.26538958720596184
0,0,0,0,1,0,1,0,0,1,35,6,31,69,0,2,1,1,0.9971606677023365
0,134,1,48,1,0,4,22,1,1,92,4,68,95,7,1,0,1,0.06177423064142552
1,114,0,0,0,0,2,0,0,0,32,1,31,74,10,1,1,1,0.7238329023807328
1,47,0,39,0,0,0,0,0,0,10,4,59,77,11,2,0,1,0.3134529917873903
1,80,0,0,0,0,0,0,0,0,9,2,80,74,0,3,1,1,0.9906517521115978
1,0,0,124,0,0,1,15,2,1,38,4,80,119,13,1,0,1,0.08271876549170445
0,220,0,0,0,0,0,0,0,0,55,0,80,100,0,0,0,0,0.09645887532164273
0,166,1,169,1,0,2,0,0,0,78,0,80,100,0,0,0,0,0.5034416019878714
0,50,1,88,1,0,3,27,0,1,88,0,80,100,0,0,0,0,0.004858419076089833
1,25,1,146,0,0,2,20,2,1,55,0,80,100,0,0,0,0,0.3062644685323642
1,168,0,0,1,1,1,0,0,0,75,0,48,88,0,1,0,1,0.6530096646193625
1,43,0,38,1,0,1,6,4,0,29,6,52,86,7,3,0,1,0.752509026502183
1,118,0,0,1,0,2,0,0,0,100,0,80,100,0,0,0,0,0.43690058387563063
1,137,1,49,0,0,0,12,5,0,22,3,73,110,0,3,1,1,0.15367244116282006
1,130,0,77,0,0,3,0,0,0,69,2,84,120,2,1,0,1,0.0004445838742517579
1,120,0,0,1,0,1,33,3,0,46,2,90,119,0,0,0,1,0.0005708039813183997
1,109,0,29,1,0,0,0,0,0,59,1,59,104,6,0,0,1,0.14905538391698753
1,0,0,227,0,0,1,0,0,0,47,0,80,100,0,0,1,0,0.5753237178638771
1,459,0,232,1,0,0,0,0,0,87,2,50,76,16,1,1,1,0.750093388412444
1,16,1,0,0,0,2,19,3,0,12,0,80,100,0,0,0,0,0.0877800956131272
1,0,0,0,1,0,1,8,1,1,36,1,67,93,0,5,0,1,0.17821577529901864
1,0,0,0,0,0,1,20,2,0,9,3,49,92,14,3,1,1,0.9081506257838842
0,307,0,0,0,0,0,0,0,0,67,1,69,86,3,0,0,1,0.027522901528613426
1,192,1,59,1,0,2,20,1,0,82,0,80,100,0,0,0,0,0.13229009849632534
0,282,0,204,0,0,3,27,0,0,63,2,34,71,0,3,1,1,0.9827623336297667
1,0,0,52,1,1,3,34,1,1,78,0,80,100,0,0,1,0,0.29717046344392345
1,41,0,0,1,0,1,0,0,0,64,1,80,116,0,1,0,1,0.0034405949819422904
0,258,0,274,1,0,0,18,0,1,78,0,80,100,0,0,0,0,0.01141223219344863
1,0,0,0,0,0,0,0,0,0,0,1,96,123,1,1,0,1,0.0011832576332729706
0,204,0,51,0,0,0,29,2,0,33,0,80,100,0,0,0,0,0.17902087658805144
0,102,0,320,0,0,0,0,0,0,44,11,41,65,0,2,1,1,0.9930029843068737
1,30,1,29,1,0,1,0,0,0,54,4,40,82,0,6,1,1,0.8484016362780417
1,0,0,15,0,0,0,16,3,0,4,0,80,100,0,0,1,0,0.8005490941435099
0,84,0,50,1,0,1,18,1,0,68,0,80,100,0,0,0,0,0.03045499264346502
0,598,0,118,1,0,1,37,0,1,86,1,90,119,5,2,0,1,0.00023188288474134249
1,219,1,144,0,1,3,0,0,0,71,0,80,100,0,0,0,0,0.016999316000424928
1,391,1,208,1,0,2,20,1,1,90,4,62,98,6,3,0,1,0.10227777332950898
1,69,0,0,1,0,0,0,0,0,22,2,66,104,0,3,0,1,0.13678727574201108
1,0,0,0,0,0,0,0,0,0,0,1,58,102,10,4,1,1,0.7112711666788655
0,42,0,16,1,0,6,8,0,0,42,2,80,109,3,3,0,1,0.05572113075352443
1,74,0,0,0,0,0,0,0,0,12,1,49,103,6,0,0,1,0.149723275047694
0,126,0,62,0,0,5,21,2,1,44,0,80,100,0,0,0,0,0.04092319963815649
0,187,1,19,1,1,2,31,0,0,70,1,72,110,4,0,0,1,0.0010195465576983975
1,141,0,0,0,0,0,0,0,0,26,2,59,91,6,0,0,1,0.5929314455224101
0,180,0,24,1,0,1,0,0,0,49,5,80,80,3,1,0,1,0.07613514592847424
1,0,1,54,0,0,0,0,0,0,13,7,80,99,13,2,0,1,0.22848534274744936
1,0,1,95,0,0,0,20,1,0,28,1,63,84,0,3,0,1,0.04505776361603708
1,171,0,0,0,0,0,0,0,0,33,2,66,88,12,0,0,1,0.0698747694426725
0,281,0,72,1,1,2,54,2,0,66,0,80,100,0,0,0,0,0.11901270589666789
1,79,0,17,0,0,3,0,0,0,45,3,41,84,0,2,1,1,0.8830165223308392
0,106,1,120,1,0,2,16,2,1,77,0,80,100,0,0,0,0,0.027167736798531142
0,0,0,0,0,1,0,20,1,0,7,1,95,133,2,0,0,1,0.0007010138640173541
1,326,0,114,0,0,5,20,0,0,47,2,80,81,4,2,1,1,0.6175802410223623
0,222,1,142,1,0,1,20,0,1,87,1,47,87,7,6,1,1,0.5679065426716632
0,156,0,105,1,1,4,0,0,0,68,0,80,100,0,0,0,0,0.003883735638084358
0,236,0,136,0,0,3,19,0,1,70,9,49,85,0,1,0,1,0.3234228316853267
1,0,0,31,1,0,1,13,4,1,47,3,54,85,4,0,0,1,0.34254451079191905
0,198,0,130,0,0,1,0,0,0,63,4,56,88,7,3,1,1,0.6664206490542631
0,251,0,39,1,0,3,19,0,0,66,2,80,104,3,3,0,1,0.022702438798940024
1,107,0,0,1,1,0,0,0,0,69,4,58,106,0,4,1,1,0.42228621155316326
0,47,0,54,1,0,0,13,4,0,35,1,61,102,2,1,0,1,0.06594196397716401
1,16,0,0,0,1,0,0,0,0,5,1,81,112,5,1,0,1,0.0028267252952718304
0,143,1,24,1,1,2,18,2,0,42,2,80,103,6,3,1,1,0.22829051103644235
0,172,0,78,1,0,1,0,2,0,37,0,80,75,0,2,1,1,0.5543064319466536
0,289,1,233,1,1,4,30,0,0,90,0,80,100,0,0,0,0,0.002118121797113248
1,0,0,0,0,0,0,0,0,0,0,2,33,67,0,2,1,1,0.9973525812304429
1,109,0,2,1,0,3,21,1,0,43,6,63,94,0,1,0,1,0.013019453073823786
0,274,0,70,0,0,0,12,1,1,46,2,69,105,1,1,0,1,0.007383915570230514
0,478,0,55,1,0,0,32,0,0,62,3,69,105,10,2,0,1,0.010684100783440953
1,46,0,0,0,0,0,0,0,0,9,6,51,91,1,0,1,1,0.7498353312237555
0,0,0,0,1,0,2,0,0,0,67,1,80,98,0,2,0,1,0.04073069736107262
0,82,1,0,0,0,1,0,0,0,21,2,68,113,0,0,0,1,0.001941092673484572
0,190,0,0,1,0,3,20,0,1,65,0,80,100,0,0,0,0,0.004397071576611555
1,279,0,22,1,0,0,14,1,1,48,0,80,100,0,0,0,0,0.4324945499092022
0,110,0,40,0,0,0,32,1,0,24,0,80,95,4,4,0,1,0.008001476246970602
0,36,0,0,0,1,1,15,0,1,24,0,51,76,0,2,0,1,0.3844652220089457
0,671,1,272,1,0,2,29,0,0,90,0,80,100,0,0,0,0,0.027582881879960938
0,0,0,42,0,1,1,3,1,1,44,0,80,100,0,0,1,0,0.3840878013628481
0,127,0,98,0,0,0,14,4,0,35,4,56,94,0,2,1,1,0.5566740674473866
1,172,1,87,0,1,0,3,4,1,22,0,80,100,0,0,0,0,0.25696454384066547
1,180,0,0,0,0,0,0,0,0,73,6,80,86,0,1,1,1,0.25369092191159687
1,0,1,0,0,0,0,8,1,0,1,0,80,107,0,2,0,1,0.006851394764261453
1,88,0,0,0,0,0,0,1,0,0,0,66,98,0,1,0,1,0.5747514718108159
0,153,0,44,0,0,2,14,3,0,19,0,80,100,0,0,0,0,0.33719725766000547
0,94,1,155,0,0,3,52,1,0,56,0,80,100,0,0,0,0,0.014194168481342842
1,0,0,0,0,0,0,0,0,0,0,0,80,100,0,0,1,0,0.7370708566017429
0,248,1,46,1,0,0,38,0,0,74,2,60,87,23,1,1,1,0.3056047732731327
1,200,0,0,1,0,0,0,0,0,63,2,58,84,8,0,0,1,0.4778847573627933
1,101,0,0,1,0,1,0,0,0,64,0,80,113,3,0,0,1,0.004376309442525064
1,275,0,170,1,1,3,38,2,0,73,1,42,89,0,1,0,1,0.03590765413193592
0,252,0,146,0,0,1,20,0,0,55,0,80,100,0,0,0,0,0.05101450527308895
0,123,0,97,1,1,1,0,0,0,87,0,55,81,8,1,0,1,0.02788320034840097
1,41,0,0,1,0,1,0,0,0,36,0,54,92,9,1,0,1,0.23484316446096212
1,0,0,182,0,1,0,52,3,0,36,2,44,75,0,1,0,1,0.34993744238460955
1,100,0,128,0,0,1,0,0,0,36,1,64,97,0,1,0,1,0.17725800140226147
1,0,0,0,1,0,1,0,0,1,35,4,37,75,11,6,1,1,0.9819432658403578
0,181,0,140,1,0,1,38,2,0,74,5,80,70,0,3,0,1,0.9639151794696528
0,263,0,0,0,0,0,0,0,0,68,0,80,100,0,0,0,0,0.0036137842694050158
1,0,0,40,0,1,0,24,3,0,23,2,67,93,9,0,0,1,0.19770228634722356
0,76,0,0,1,0,2,24,4,0,37,0,80,91,13,0,0,1,0.46642111859474006
1,98,0,3,1,1,0,0,2,0,22,1,82,114,4,0,0,1,0.0242055333839369
1,11,0,96,0,0,0,20,1,0,21,3,77,105,0,2,0,1,0.12609164752840027
1,139,0,0,0,1,0,0,0,0,27,6,80,99,0,4,1,1,0.8068043824177166
1,64,0,7,1,0,0,8,1,1,43,2,67,109,7,0,0,1,0.029919612749073825
0,38,0,0,1,0,1,0,0,0,58,0,80,100,0,0,0,0,0.06871875326822754
1,45,0,16,1,0,0,0,0,0,32,0,80,100,0,0,0,0,0.7729666093955072
0,100,0,271,0,0,1,52,3,1,54,3,80,75,20,2,1,1,0.7973634383462006
0,196,0,0,0,0,0,0,0,0,53,0,80,100,0,0,0,0,0.3030419810197165
1,230,0,1,0,0,2,21,5,0,13,1,84,120,4,0,0,1,0.00040777573916407384
0,0,0,0,0,0,0,0,0,0,0,2,74,105,1,5,0,1,0.002971806384991789
