is_muted,time_unmuted,is_speaking,speaking_duration,camera_on,hand_raised,hand_raise_count,message_length,hesitation_count,has_question,confidence_level,missing_assignments,grade_trend,struggle_label
1,0,0,183,0,0,1,23,3,0,58,3,89,0
1,558,0,178,0,0,3,22,3,0,57,4,72,1
0,1109,0,99,1,0,2,43,0,0,56,2,88,0
0,0,1,46,0,0,3,0,3,0,59,3,98,0
0,543,0,227,0,0,2,12,0,0,70,3,78,0
1,711,0,94,0,0,0,12,2,0,37,4,85,1
0,451,1,201,0,0,2,16,1,1,55,4,76,1
0,1226,0,197,0,0,3,41,3,1,80,0,86,0
1,1027,0,284,1,1,5,23,0,0,84,2,95,0
0,780,0,120,0,0,1,38,3,0,73,2,97,0
1,837,0,62,1,0,1,0,1,0,36,2,97,0
0,98,1,196,1,0,4,28,2,0,74,1,111,0
1,583,0,94,1,0,3,13,3,1,50,2,80,0
1,0,0,0,0,1,2,0,3,1,34,4,77,1
1,0,0,28,0,0,1,0,4,0,7,1,121,0
0,1234,1,155,0,0,3,54,0,1,75,4,91,0
0,708,0,0,0,0,0,9,2,1,67,1,123,1
0,1116,1,343,0,1,2,33,1,0,74,1,94,0
0,1066,0,246,0,0,2,48,3,0,50,3,87,1
0,890,0,363,1,0,3,38,1,0,68,4,91,0
1,3,0,0,0,0,0,0,0,0,9,3,80,1
1,0,1,1,0,0,3,6,4,0,3,1,96,0
1,342,1,258,0,0,1,25,1,0,66,2,98,0
0,985,0,312,0,1,4,19,2,0,69,0,111,0
0,1089,0,110,1,0,1,25,1,0,100,1,108,0
0,335,0,0,1,0,4,8,2,0,68,2,96,0
0,834,0,191,0,1,2,34,0,0,82,0,102,0
0,374,0,173,0,1,3,81,4,0,40,4,72,0
1,239,1,214,1,0,2,17,2,1,48,2,120,0
0,1285,0,0,1,0,4,0,1,1,62,2,99,1
0,1120,0,0,1,0,2,34,0,1,73,3,89,0
1,362,0,276,0,1,2,14,0,0,87,1,117,0
0,904,0,7,1,0,3,14,0,0,67,2,111,0
1,203,1,164,0,0,0,10,5,1,47,3,104,0
0,1453,0,210,1,1,2,5,0,0,87,2,90,0
0,416,1,80,0,0,1,44,1,0,76,3,96,0
1,0,1,127,0,1,3,11,2,1,36,3,104,0
1,207,0,260,0,0,0,0,1,0,46,3,85,0
1,347,0,0,0,1,3,33,0,0,61,4,71,1
0,92,1,132,1,0,2,16,0,0,63,4,70,1
1,336,1,137,0,0,2,32,2,0,48,2,97,0
0,1021,0,316,1,1,3,47,0,1,93,1,120,0
1,865,0,215,0,0,0,18,1,1,60,2,104,1
1,1292,0,6,0,0,3,1,1,0,37,3,76,1
1,720,0,139,0,0,3,22,1,1,42,2,84,1
0,1126,0,0,1,0,0,19,0,0,72,4,70,1
0,1345,0,242,1,0,2,52,0,0,71,4,75,1
0,1243,0,294,1,1,2,55,0,1,92,0,105,0
1,870,0,127,0,0,2,10,4,0,57,4,86,0
1,981,0,32,0,0,1,17,3,1,37,3,78,1
1,69,0,66,0,0,1,7,4,0,28,1,121,0
1,983,1,182,1,0,1,26,2,0,62,0,116,0
1,568,0,43,1,1,0,48,1,1,65,4,70,1
0,619,0,316,0,0,4,52,0,1,87,4,89,1
0,1120,1,163,0,0,4,14,0,1,88,4,95,0
1,1361,1,441,0,0,1,14,1,0,82,3,96,0
1,192,0,260,1,0,0,34,2,0,41,1,107,0
1,0,0,79,0,1,0,29,7,0,13,4,75,1
0,1287,1,238,0,0,2,58,4,0,53,3,84,0
1,519,0,107,1,1,2,9,2,0,52,2,91,0
1,800,1,126,1,0,4,9,1,1,64,4,95,0
1,1663,1,300,1,0,5,51,2,1,83,1,124,0
1,365,0,0,0,0,0,12,1,1,19,2,105,0
0,1091,0,56,1,1,2,29,2,1,51,4,70,1
0,63,1,100,1,0,2,24,0,0,85,2,81,1
1,1008,0,177,1,0,3,26,0,1,80,2,96,1
1,360,0,160,1,0,1,0,3,0,31,1,108,0
0,181,1,137,1,0,2,38,0,0,68,4,70,1
0,1369,1,279,1,1,2,30,0,0,66,4,72,1
1,1054,0,256,1,0,3,12,1,1,80,2,96,1
1,269,0,13,1,0,1,17,6,0,17,4,74,1
1,300,0,195,0,0,1,10,2,0,19,3,90,0
0,919,0,419,1,0,3,42,0,1,79,1,108,0
0,1108,0,91,0,0,2,46,1,0,51,2,81,0
0,908,1,167,1,0,1,26,0,0,56,3,93,0
1,145,0,24,0,0,3,44,3,0,19,3,74,1
1,1182,0,181,1,1,5,20,0,0,72,2,100,0
0,768,0,138,0,1,3,44,3,1,35,4,94,0
1,670,0,201,1,0,2,32,2,0,70,3,102,1
1,1458,1,297,1,1,3,3,2,0,86,4,110,0
0,1472,1,240,1,1,2,35,0,0,82,0,124,1
0,435,1,172,1,0,0,12,3,1,38,2,107,0
0,1009,0,117,1,1,3,29,3,0,71,2,80,0
1,515,0,180,1,0,3,29,1,1,50,3,76,0
1,370,0,38,0,0,1,28,5,0,31,3,85,0
1,824,0,0,0,1,0,18,0,0,82,1,88,0
0,1098,0,309,1,0,3,6,0,1,80,0,130,0
1,135,0,169,1,0,0,57,4,1,21,3,86,0
1,266,1,309,0,0,2,38,3,0,78,1,123,0
0,726,0,200,1,0,2,6,3,0,76,3,90,0
0,824,0,170,1,0,1,34,0,1,66,3,85,0
0,967,0,178,1,1,0,22,1,0,58,3,98,0
1,493,0,90,0,0,4,10,3,0,60,2,119,1
0,865,0,36,1,0,2,9,2,0,41,1,93,0
1,305,1,62,1,1,1,5,3,0,29,1,117,1
0,1023,0,117,1,0,3,56,2,0,100,1,124,0
0,1235,0,71,1,1,3,19,0,0,83,1,105,0
1,596,0,199,0,0,2,17,0,0,62,0,110,0
1,282,0,76,0,0,3,4,0,0,58,3,101,0
1,631,0,4,1,0,1,22,1,1,67,3,70,0
1,1172,1,207,1,0,2,30,1,1,76,2,82,0
0,1039,1,271,1,1,2,33,1,1,86,3,70,0
1,362,0,0,1,0,1,8,2,1,42,3,97,0
1,353,1,244,0,1,3,32,2,0,71,2,80,0
1,675,0,264,1,0,1,74,2,1,66,2,79,0
1,416,0,124,0,0,4,17,3,1,60,4,89,0
0,1084,1,254,1,0,4,25,2,0,91,0,124,0
1,687,0,92,0,0,0,26,3,0,47,1,110,0
1,483,0,0,1,0,0,13,2,0,44,1,108,0
0,608,0,297,0,0,2,44,0,1,46,3,82,0
0,1081,1,42,1,0,0,33,2,0,64,3,93,0
0,192,0,92,0,0,1,42,3,0,51,2,81,0
1,313,0,114,0,0,1,38,4,0,30,4,70,0
0,981,1,255,0,0,1,39,0,0,55,1,114,1
0,1015,0,146,0,0,3,21,3,1,66,4,77,1
0,1261,1,239,1,1,1,31,1,0,92,4,89,0
0,900,0,0,1,0,2,12,5,0,36,2,120,0
1,132,0,76,0,0,2,29,2,1,58,1,105,0
0,157,1,128,1,0,2,36,0,0,67,2,70,1
1,0,0,92,0,0,1,0,2,0,22,2,79,0
1,595,0,182,0,0,4,14,2,1,46,4,81,1
0,411,0,100,0,0,3,18,2,0,59,2,101,1
0,832,0,258,1,0,2,24,2,1,55,0,115,0
1,5,0,26,0,1,0,6,4,1,22,1,91,0
1,249,0,119,1,0,2,0,4,0,45,3,77,0
1,649,0,125,1,0,0,7,5,1,44,4,96,0
1,653,0,137,1,1,0,20,1,0,69,3,86,0
1,982,1,144,1,0,2,52,4,1,44,4,77,0
1,234,0,139,0,0,2,8,4,0,38,1,127,0
0,982,0,237,0,0,3,45,3,0,62,0,130,0
0,584,0,0,1,0,2,31,5,1,50,3,90,0
1,366,0,106,0,0,3,0,3,1,46,1,105,0
0,592,0,376,0,1,2,40,3,0,63,3,73,1
1,157,0,191,1,1,1,0,4,1,44,3,101,0
0,199,1,132,1,0,2,58,0,0,90,3,77,1
0,1018,1,329,0,0,3,39,3,1,62,2,98,0
0,1267,0,149,0,0,2,23,1,0,60,3,81,1
0,670,1,109,0,0,3,9,1,0,61,4,80,1
1,1346,0,119,1,0,1,11,3,0,23,3,86,0
1,1046,0,229,0,0,2,26,0,0,63,3,114,0
0,97,0,291,0,0,1,25,1,1,72,0,121,0
0,687,0,69,1,0,1,14,1,0,41,4,79,1
0,774,0,150,0,0,0,12,3,1,42,0,107,0
0,955,1,371,0,0,0,63,2,0,86,4,92,0
0,989,0,93,1,0,1,7,1,0,59,4,102,0
1,1045,0,61,0,0,3,9,3,0,46,2,107,0
0,393,0,0,1,1,5,41,0,0,91,4,73,1
0,249,1,143,1,0,2,41,0,0,85,4,70,1
1,0,0,77,1,0,0,33,5,0,29,2,96,0
1,9,0,0,0,0,0,0,3,0,16,2,70,1
1,562,0,127,1,0,1,29,0,0,82,1,112,0
1,868,0,226,1,0,2,23,2,0,50,3,99,0
1,0,0,0,0,0,0,0,0,0,4,4,80,1
0,1211,1,105,1,0,3,34,1,0,82,1,108,0
0,1260,0,256,1,1,2,31,1,0,74,1,108,0
1,519,0,133,0,1,1,17,3,0,27,0,117,0
1,470,1,143,1,0,1,4,1,0,37,3,85,1
0,642,1,236,1,1,3,17,1,0,66,2,105,0
0,1098,0,365,1,1,4,29,2,1,99,1,106,1
0,1088,1,153,1,0,2,27,4,0,64,2,86,0
0,433,0,134,1,0,2,10,2,0,55,1,100,1
0,994,1,359,1,1,2,69,2,0,66,4,81,0
0,1435,0,80,1,0,2,25,1,0,57,2,109,0
0,367,0,50,0,0,2,13,2,1,42,4,74,1
1,447,0,0,1,1,1,2,1,0,55,1,101,0
1,427,0,239,0,0,3,33,3,0,74,3,74,1
0,1154,1,450,1,1,1,62,0,0,100,3,76,0
1,223,0,186,0,0,1,20,2,0,29,4,107,0
1,0,0,36,1,1,2,19,3,1,33,2,88,0
0,914,0,268,0,0,2,0,2,0,64,1,123,0
1,855,0,45,1,0,0,0,4,1,35,4,85,1
0,1331,0,259,1,1,3,43,1,0,87,4,87,0
1,0,0,169,0,0,0,19,2,0,56,2,108,0
1,0,0,88,0,0,2,29,2,1,42,2,95,0
0,194,1,205,1,0,2,36,0,0,75,3,80,1
0,1345,1,116,1,0,3,24,1,0,95,4,78,0
0,312,0,239,1,0,2,32,4,0,56,2,100,0
0,1368,0,321,0,0,2,27,2,0,81,4,76,1
0,543,1,131,1,1,0,24,1,0,57,1,125,0
0,991,0,175,1,0,0,42,0,0,60,4,82,0
1,576,0,117,1,1,2,4,1,0,58,4,87,0
0,710,0,183,1,0,1,21,2,0,82,3,90,0
1,309,0,82,0,0,0,37,2,0,36,3,89,0
0,192,1,124,1,0,2,36,0,0,80,3,70,1
1,616,0,182,0,1,1,9,0,0,62,0,93,0
0,756,0,113,1,0,1,1,1,1,46,3,97,0
1,773,0,159,0,0,3,0,5,0,33,1,104,0
0,1186,1,275,0,0,0,11,0,1,79,4,90,0
0,920,1,317,1,0,0,37,1,0,45,3,83,0
0,1071,0,208,0,1,3,26,3,0,53,3,76,1
0,1387,0,66,1,0,3,12,1,1,52,3,106,0
1,95,0,235,1,1,2,0,2,0,42,2,79,0
0,1267,1,250,1,1,2,33,4,1,84,2,102,0
0,1111,0,118,1,1,1,40,3,0,49,1,130,1
0,548,0,7,0,0,0,10,3,0,38,3,82,1
1,1446,0,190,1,0,5,4,0,0,83,4,75,0
0,600,0,178,1,0,2,15,1,0,78,3,83,0
0,540,1,285,0,1,1,18,0,0,64,4,98,0
1,559,0,314,1,1,0,29,2,0,68,3,93,0
1,774,0,208,1,1,3,10,0,0,72,4,75,1
0,729,1,187,1,1,2,16,3,0,63,2,99,1
1,704,1,124,0,0,3,12,0,0,39,2,114,0
0,145,1,167,1,0,2,17,0,0,77,3,70,1
0,268,1,136,0,1,2,14,2,1,35,3,101,0
0,804,0,199,1,0,4,68,1,0,68,4,86,0
0,0,0,73,0,0,0,0,5,0,6,2,104,0
0,1146,0,109,1,0,4,27,1,1,77,4,106,1
1,0,0,0,0,0,1,5,5,0,15,2,86,1
0,761,0,368,0,0,3,32,0,1,72,1,130,1
1,773,0,103,1,0,2,46,0,1,62,4,85,0
1,492,0,315,0,0,1,27,1,0,70,2,97,0
1,1150,0,26,0,1,2,34,0,1,59,3,91,0
1,182,0,0,1,0,2,0,0,0,26,3,76,0
0,880,0,420,1,0,3,40,1,0,92,4,80,0
1,1197,0,3,1,0,0,39,2,0,31,3,76,1
1,821,0,96,0,0,2,49,2,1,56,4,84,0
1,373,1,284,0,1,0,57,3,0,94,2,93,0
1,1061,0,134,0,0,1,9,3,1,41,0,126,0
0,671,0,97,0,0,0,1,3,1,28,1,101,0
0,1229,1,332,1,1,3,44,0,1,74,4,78,0
1,138,0,0,0,0,2,0,4,1,29,4,86,1
1,481,0,283,1,0,1,30,1,0,59,1,102,0
1,55,0,218,1,0,1,23,0,0,48,2,103,0
0,314,0,22,1,0,2,38,0,0,57,4,79,1
0,929,1,107,1,1,3,35,4,0,57,1,96,0
0,1231,1,386,1,0,4,18,0,0,82,1,109,0
0,790,0,56,0,0,1,21,4,0,20,3,84,1
1,352,0,177,0,0,0,27,2,0,37,4,86,1
0,967,0,205,1,0,3,24,0,0,100,1,107,0
1,0,0,31,0,0,1,20,0,0,63,1,112,0
1,80,0,96,0,0,1,6,1,0,45,3,92,0
1,534,0,248,0,0,3,25,1,1,60,0,130,0
0,1278,0,317,1,0,1,51,1,0,64,3,107,0
1,928,0,285,0,0,3,14,3,0,59,3,89,0
0,368,0,84,0,0,0,0,1,0,37,1,110,0
0,327,0,37,1,0,1,0,1,0,55,3,94,0
1,555,1,67,0,0,2,8,4,0,3,0,118,0
1,294,1,44,0,0,2,11,0,1,38,2,107,0
0,949,0,197,0,1,2,25,0,1,66,1,91,0
0,745,1,63,0,0,3,16,1,0,60,1,105,1
0,1565,1,231,0,0,3,30,0,0,85,0,129,0
1,137,0,42,0,0,0,5,4,1,3,1,94,0
0,1191,1,235,1,0,2,10,0,0,70,4,77,0
0,100,0,15,0,0,0,0,3,0,25,1,105,1
0,971,1,113,1,0,3,52,2,0,53,4,82,0
1,9,0,0,0,0,0,0,4,0,24,1,70,1
0,1193,1,327,1,0,3,19,0,0,100,3,93,0
0,942,0,267,0,0,2,27,2,1,60,2,114,0
0,1453,1,356,0,0,2,31,0,0,100,4,112,0
1,751,0,0,1,0,2,24,1,0,51,0,130,1
1,692,0,74,1,0,3,17,2,0,70,4,85,0
1,976,0,61,1,0,4,52,0,0,49,3,76,0
1,902,0,218,1,1,1,13,1,0,47,1,103,0
1,0,0,66,0,0,1,0,2,0,8,2,73,1
0,210,0,223,1,0,3,15,0,1,45,1,108,0
1,216,0,203,0,0,4,29,2,0,67,2,111,0
0,288,1,329,0,0,1,13,2,0,65,1,104,0
1,0,0,8,0,0,0,0,1,0,21,2,92,0
1,663,0,44,1,1,0,21,2,0,54,4,81,0
1,28,0,211,1,0,1,0,2,0,24,1,93,1
1,692,0,141,0,1,0,22,4,0,27,4,91,1
1,454,0,125,0,0,0,5,3,1,15,2,101,0
1,4,0,132,0,0,0,25,4,1,21,4,85,1
0,728,0,264,0,0,2,25,0,0,73,2,98,0
1,562,0,25,0,0,0,27,4,0,3,3,83,1
1,182,0,137,0,1,2,28,2,1,57,1,105,0
1,786,1,10,0,0,2,19,3,0,27,3,81,0
0,171,1,145,1,0,2,23,0,0,67,3,70,1
0,0,0,142,0,0,0,34,3,0,24,3,83,1
0,401,1,19,1,1,2,13,0,0,48,2,98,0
0,942,0,236,1,0,3,19,0,0,81,3,91,0
1,519,0,136,0,0,1,22,1,0,68,1,109,1
0,1130,1,121,0,1,4,17,1,0,76,2,96,0
0,589,0,0,1,1,4,14,3,0,85,1,120,0
0,1314,0,340,1,0,3,40,2,0,100,3,84,0
1,492,0,13,0,1,0,6,1,0,37,2,93,0
1,0,0,116,0,0,0,10,5,0,40,4,82,1
0,695,0,369,1,0,3,15,0,0,68,4,85,0
0,1027,0,0,1,0,4,26,2,0,45,2,85,0
0,1176,0,244,1,0,1,15,2,0,47,3,84,0
1,553,0,233,1,0,0,33,6,0,57,1,105,0
1,879,1,101,1,0,0,0,3,0,50,1,100,0
1,348,0,95,0,0,2,14,1,0,65,1,103,1
0,1394,0,215,1,0,2,43,0,0,72,2,84,0
1,455,0,3,0,1,1,13,3,0,40,4,87,1
0,496,0,236,0,0,2,28,4,0,100,1,105,0
0,1035,0,305,1,0,0,51,1,0,76,3,93,1
1,372,0,92,1,0,1,1,1,0,36,2,104,1
0,0,0,21,0,0,0,14,3,1,37,1,110,0
1,5,0,0,0,0,0,0,0,0,15,2,72,1
0,842,0,57,0,1,0,20,3,0,39,0,122,0
0,906,0,101,1,0,3,16,1,0,42,1,120,0
0,1061,0,182,1,0,2,26,1,0,75,0,120,0
1,518,0,119,1,0,1,40,1,0,60,3,107,0
1,470,0,0,1,0,2,12,2,0,47,4,110,0
0,1049,0,183,0,0,1,7,2,1,60,3,117,0
0,569,0,112,0,0,3,14,0,0,30,3,83,1
1,668,0,0,1,0,1,30,4,0,24,3,88,0
0,1438,1,232,1,0,2,39,0,0,85,3,98,0
1,89,0,274,0,0,0,33,4,0,32,2,80,0
1,153,0,73,1,0,2,2,5,0,38,0,130,0
1,1141,0,462,1,0,3,53,0,1,89,2,104,0
0,998,0,288,0,1,1,34,4,1,71,1,130,0
1,720,1,37,0,0,1,51,4,0,28,4,85,1
1,385,1,274,0,0,2,30,1,1,69,2,117,0
1,645,1,132,0,0,1,30,0,1,50,4,76,1
1,260,0,71,0,0,2,0,1,1,46,4,101,0
1,570,0,170,1,0,2,0,4,0,40,4,98,0
0,988,0,160,1,0,4,28,0,1,58,4,78,1
1,224,0,279,1,0,2,35,1,1,62,1,110,0
0,635,1,94,1,0,1,23,4,0,31,2,113,0
1,534,0,178,0,0,1,0,2,0,53,0,116,0
0,993,0,224,1,1,3,7,1,0,75,3,79,0
0,1287,1,296,0,0,2,28,0,1,77,3,86,0
0,1654,0,301,1,1,3,30,1,0,68,3,96,0
0,973,0,174,0,1,2,28,2,0,33,2,106,0
1,564,1,194,1,0,0,35,4,1,38,2,84,1
1,324,0,183,0,0,1,0,3,1,42,2,117,0
1,530,0,150,1,0,1,28,2,0,34,4,76,1
1,37,1,121,1,0,1,5,0,0,35,3,78,0
0,429,1,91,0,0,2,22,3,0,65,0,111,0
1,941,0,400,1,1,2,13,0,1,84,4,70,1
0,954,0,248,0,0,1,12,1,1,49,3,93,0
0,388,0,141,1,0,3,34,4,1,70,3,95,0
1,1104,1,94,1,1,1,20,0,1,60,3,98,0
1,1384,0,219,0,0,1,13,0,0,71,2,122,0
1,114,1,22,1,0,0,4,4,0,19,3,78,1
1,59,0,118,0,1,1,15,3,1,18,2,89,0
0,1151,0,191,0,0,2,11,1,0,44,3,105,0
0,830,0,0,0,0,2,15,0,1,59,1,106,0
0,812,0,236,0,1,2,9,2,0,81,3,91,0
0,0,0,146,0,0,2,0,3,0,31,2,112,0
0,660,0,146,0,0,2,29,1,0,50,0,109,0
1,471,1,53,0,0,3,22,0,0,73,0,130,0
1,0,0,0,0,0,1,15,2,1,44,2,96,1
0,1214,0,257,0,0,3,58,1,0,83,2,105,0
0,1521,0,17,1,0,1,34,3,1,57,3,79,1
0,1012,1,201,1,1,2,42,2,0,62,3,84,0
1,0,0,0,0,0,0,3,6,0,27,3,102,0
0,645,0,129,0,0,2,21,3,0,61,2,120,0
1,376,0,65,0,0,1,14,4,1,13,4,80,1
0,249,1,156,1,0,2,19,0,0,79,4,70,1
1,923,1,0,0,1,1,26,2,1,25,4,79,1
1,167,0,93,1,0,2,3,1,0,31,3,86,0
0,1425,0,183,0,0,2,41,0,1,67,4,98,0
0,689,1,200,1,0,2,46,0,0,64,1,91,0
1,46,0,41,1,1,1,15,5,0,9,2,107,0
0,0,0,243,0,1,0,40,3,0,23,3,81,1
1,725,0,60,0,1,1,9,3,0,10,3,94,0
0,1231,0,266,1,0,3,13,2,0,58,0,120,0
1,170,0,241,1,0,3,26,0,1,76,3,106,1
1,880,0,156,1,0,0,11,0,0,51,2,103,0
0,584,0,229,1,0,2,77,0,0,71,4,79,1
1,306,0,21,1,0,1,31,5,0,40,3,76,0
1,1278,0,146,0,0,4,39,0,1,94,4,85,0
1,973,0,184,1,1,1,65,1,0,33,3,79,0
0,1053,1,96,1,0,0,65,3,1,55,4,82,1
0,739,0,65,0,1,2,29,2,1,65,3,105,0
1,213,0,171,0,1,3,5,3,0,36,1,103,0
0,1239,0,315,0,0,2,48,1,0,84,3,92,0
0,986,0,14,1,0,0,0,2,0,43,4,72,1
1,635,0,30,1,0,2,26,2,1,60,3,95,0
0,1285,1,368,1,0,2,29,0,1,100,4,90,0
0,324,0,81,1,0,3,36,0,1,41,4,84,1
1,158,0,66,0,0,0,74,5,0,20,3,82,1
0,953,0,336,1,1,3,44,1,0,56,4,99,0
1,669,0,157,0,0,0,11,0,0,69,0,110,0
1,0,0,18,1,0,0,10,3,0,14,3,88,0
0,1197,0,0,0,0,6,2,1,0,81,0,116,0
1,288,0,97,0,0,3,26,2,0,33,3,115,1
0,1235,0,254,0,1,1,47,0,0,79,2,90,0
0,1076,1,399,1,0,2,22,1,1,80,3,95,1
1,0,0,19,0,0,2,0,3,0,36,1,105,0
0,1561,1,373,1,0,2,55,0,1,84,2,90,0
1,391,0,95,1,0,0,13,4,0,16,4,88,1
1,0,0,130,0,0,1,36,4,0,29,4,72,1
0,1289,1,337,1,0,3,0,0,0,73,2,110,0
1,1023,0,4,0,0,1,31,1,0,78,2,101,0
1,567,0,94,0,0,0,14,2,0,32,2,121,0
1,0,0,249,0,1,2,2,3,0,57,3,89,0
0,290,0,169,1,1,2,4,1,1,65,3,102,0
1,692,1,233,1,0,2,0,2,0,43,3,118,0
1,764,0,0,0,0,1,3,2,0,50,2,119,0
1,843,1,232,0,0,2,16,3,0,70,2,105,0
0,953,1,112,1,1,0,51,1,0,51,4,87,0
1,591,0,78,0,0,1,7,2,0,38,1,118,0
1,561,0,133,1,1,1,21,1,0,46,3,86,0
1,180,0,72,0,0,0,2,3,0,42,2,100,0
0,1042,0,348,0,1,3,33,0,1,82,0,117,0
1,472,0,17,1,0,1,3,0,0,64,2,86,0
1,365,1,160,1,0,2,15,3,0,51,3,92,1
0,840,0,224,1,0,3,12,3,1,55,4,70,1
0,823,0,200,1,1,3,27,1,1,62,4,97,0
0,1152,0,228,1,0,1,60,3,0,61,3,76,1
0,776,1,260,1,0,4,17,3,1,70,2,91,0
0,1107,0,0,1,1,1,18,0,0,73,1,102,0
0,935,0,232,0,1,0,23,3,1,33,3,96,0
1,543,0,198,0,0,1,36,1,0,68,2,84,0
0,1200,1,168,1,0,1,22,0,0,69,2,97,0
1,494,0,60,0,0,0,12,3,0,34,1,98,0
0,1101,0,286,1,0,1,51,1,0,74,2,108,0
1,0,0,264,0,0,2,9,0,1,61,4,83,1
0,430,0,3,1,0,1,23,3,1,54,2,128,0
1,370,0,114,0,0,2,16,3,1,37,4,92,1
0,682,1,237,0,0,0,25,2,1,69,1,92,0
0,900,0,118,0,0,3,22,2,1,57,4,100,0
0,691,0,82,0,0,3,6,3,0,46,4,95,0
0,860,1,216,0,0,2,20,1,0,53,1,110,0
0,1189,1,117,1,1,2,51,0,1,85,3,71,0
0,448,0,83,0,0,2,19,2,0,52,3,78,1
1,1073,0,256,0,0,3,50,4,1,70,3,76,1
1,198,1,209,0,0,2,0,4,0,69,4,95,0
0,436,1,342,0,0,0,4,4,1,76,4,79,1
1,18,0,0,0,0,0,0,3,0,13,2,70,1
1,258,1,31,1,1,0,14,1,1,58,2,114,0
0,1258,0,133,0,0,2,12,2,0,52,2,77,0
1,384,0,29,1,0,3,14,3,0,43,0,112,0
1,367,0,116,1,0,2,28,3,0,20,4,80,1
1,0,0,38,0,0,0,5,4,0,35,3,77,1
0,828,1,235,1,1,4,15,4,1,45,3,116,0
1,157,0,14,0,0,0,59,4,1,23,4,81,1
1,1214,0,230,1,1,3,38,0,0,54,2,83,0
0,0,0,33,0,0,3,35,3,0,27,4,76,1
0,955,0,182,1,0,4,12,2,0,71,1,130,0
1,68,0,45,0,0,2,9,3,0,25,4,91,1
1,13,0,1,1,0,0,0,3,0,9,3,97,0
0,621,0,124,0,1,2,84,1,0,35,2,80,0
0,829,0,107,1,1,2,0,2,0,54,2,115,0
1,0,0,60,0,0,0,59,4,1,34,4,72,1
0,431,0,24,1,0,1,0,0,1,57,2,107,0
1,161,0,0,0,0,0,14,2,1,10,3,104,0
0,220,1,115,1,0,2,29,0,0,54,4,70,1
1,1091,0,104,1,0,1,42,3,0,62,3,81,0
1,0,1,18,0,0,1,44,3,0,51,3,70,1
1,514,1,156,0,0,0,4,5,0,22,4,95,1
0,880,0,13,1,0,3,28,2,0,48,4,96,0
0,0,0,121,0,1,2,51,3,0,22,3,82,1
0,630,1,84,1,0,2,38,1,1,44,3,113,0
0,538,0,53,1,0,4,68,0,0,90,3,76,1
0,735,0,402,0,0,4,6,1,0,69,0,111,0
0,622,0,70,1,0,0,12,3,0,20,2,130,0
0,1105,1,243,1,0,2,34,2,0,71,3,100,0
0,422,0,63,0,0,1,21,2,1,50,3,92,1
1,74,0,0,0,1,0,28,3,0,22,4,75,1
0,867,0,47,1,0,0,43,1,1,66,3,85,0
0,646,0,365,0,0,3,52,2,0,55,3,85,0
1,151,0,232,1,0,2,67,0,0,62,3,84,0
0,760,1,197,1,0,1,57,0,0,59,3,75,0
1,516,0,62,1,0,0,22,2,0,28,3,78,0
1,1141,0,293,0,1,2,45,2,1,55,1,117,0
0,395,0,17,1,0,2,25,3,0,70,3,87,1
1,702,1,43,1,0,3,0,2,1,35,0,122,0
0,884,1,302,0,0,1,5,1,0,68,4,90,0
1,750,1,266,0,0,2,30,1,0,77,2,100,0
1,718,0,173,1,1,2,14,0,0,63,3,94,1
1,1062,0,159,0,0,4,52,0,0,79,4,80,1
1,0,0,0,0,0,0,5,5,0,16,1,113,0
1,1236,1,114,0,0,2,56,2,0,54,3,74,1
1,765,0,325,1,0,3,44,0,0,84,4,70,1
1,814,0,159,0,0,3,23,3,0,46,0,119,1
0,814,0,247,0,1,2,10,1,0,66,2,117,0
1,406,0,0,0,0,1,21,3,0,31,3,91,0
1,481,0,0,0,0,3,17,0,0,54,0,120,1
0,1244,1,242,0,0,4,29,0,0,100,1,113,0
0,979,0,237,1,0,3,26,0,1,64,0,122,0
1,770,0,61,0,0,1,0,2,0,22,4,91,1
1,1071,0,190,1,0,3,23,2,1,77,2,112,1
1,789,0,318,0,0,2,35,2,1,56,4,92,0
0,1202,0,142,1,1,1,18,2,0,79,4,83,0
1,945,0,0,0,0,1,57,0,1,27,4,75,1
1,532,1,86,1,0,2,13,4,0,56,0,113,0
0,968,0,126,1,0,2,16,3,1,40,2,101,0
1,211,0,0,0,0,0,3,1,0,41,4,89,1
0,865,1,107,0,1,2,34,0,0,61,3,95,0
0,1073,0,194,1,0,3,33,1,1,71,2,90,0
1,649,1,149,0,0,1,46,4,1,46,4,75,1
0,52,0,37,1,0,1,40,4,0,42,4,94,0
0,0,1,139,0,0,0,32,1,1,65,1,106,1
0,802,1,192,0,0,3,46,0,0,73,1,103,1
1,963,0,155,1,0,3,50,2,1,56,4,71,1
1,541,0,45,0,0,0,0,1,0,30,1,82,0
0,1010,0,162,1,0,4,59,3,0,97,4,80,0
0,1566,0,336,1,1,3,41,0,1,95,3,87,0
1,76,0,35,0,0,0,0,6,0,32,1,94,0
1,104,0,154,0,0,1,58,1,0,30,3,70,1
0,238,1,109,1,0,2,21,0,0,74,3,70,1
1,184,0,158,0,0,2,13,6,0,11,0,125,1
1,381,0,72,0,0,2,3,4,1,27,4,96,0
0,1051,1,234,1,0,3,34,3,1,62,4,85,0
0,912,0,0,1,0,2,3,2,0,62,1,121,0
1,546,0,53,0,0,2,33,4,0,12,2,106,1
0,734,0,215,1,1,2,32,2,1,77,2,78,1
